symbol	TCGA-91-6840	TCGA-78-8655	TCGA-NJ-A7XG	TCGA-38-4625	TCGA-38-4627	TCGA-85-A4QQ	TCGA-56-8628	TCGA-63-A5M9	TCGA-77-8128	TCGA-34-5231
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-175P13.2	1	1	9	1	2	5	14	1	5	3
RP11-620J15.3	252	94	84	158	383	227	290	1057	190	656
	0	0	0	0	0	1	0	0	3	0
LBX2-AS1	160	302	470	630	430	201	275	549	854	343
	0	1	3	1	1	0	0	0	0	17
INAFM1	336	264	616	487	854	814	420	548	317	997
RP11-482D24.2	1	0	0	1	2	1	0	2	0	0
RP11-256L6.2	0	0	1	3	0	0	0	0	1	2
RP11-396F22.1	7	42	51	26	22	38	17	26	37	26
	0	0	0	2	0	1	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-654D12.3	0	0	0	0	0	0	1	0	0	1
	0	0	1	0	0	0	0	0	0	1
CNPY2	1229	1121	1466	4057	1329	879	980	2207	1210	2722
	0	0	0	0	0	0	1	27	0	11
LSM6P2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	1	0
RP11-818F20.5	2	1	11	18	8	4	2	88	4	3
RP11-370I10.6	2	4	1	0	1	2	12	1	0	9
	0	0	0	0	0	0	0	2	0	0
	0	0	0	2	0	0	0	0	1	0
RP11-977G19.12	14	9	13	23	9	10	17	31	35	53
LINC01490	0	0	0	0	1	0	0	12	0	0
MGAM2	2	4	0	6	1	3	17	5	1	8
RP11-202G11.2	1	0	0	0	0	1	0	0	0	0
RP11-362A1.1	0	0	0	0	0	0	0	1	0	1
	1	0	0	0	0	0	0	0	0	0
	0	0	0	3	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	1	2	8	7	0	0	7	4	1	18
RP11-650K20.2	0	0	0	1	0	0	0	0	0	0
RP11-776A13.3	0	0	0	0	0	0	0	11	0	0
	0	0	0	0	0	0	0	0	0	0
KRT18P20	1	0	0	23	1	0	0	0	0	2
RP11-486O13.4	0	0	0	0	0	1	2	3	0	4
	0	0	0	1	2	6	50	10	2	12
	0	0	0	0	0	0	0	1	0	1
	1	1	1	1	2	1	9	6	6	10
RP11-1143G9.4	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0
	1	0	3	0	0	1	1	1	0	0
CTB-193M12.1	1	0	4	1	0	1	2	2	0	2
RP11-70F11.8	1	0	0	0	1	1	0	0	0	1
ST13P3	3	1	3	67	6	8	3	11	6	42
	1	0	0	0	0	0	0	1	1	1
	0	0	0	0	0	0	0	1	0	0
	0	0	0	0	0	0	0	1	0	1
RP11-110L15.1	0	1	0	1	0	0	0	0	1	1
RP11-630C16.1	0	0	0	0	1	0	0	1	0	0
	0	0	0	0	0	0	0	1	0	0
	0	0	0	0	0	0	0	0	1	3
EIF4A1P4	0	3	6	339	9	21	6	11	9	22
	0	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	0	1	0	0
	0	0	0	0	0	0	1	1	0	44
FNBP1P1	29	36	32	39	15	53	62	178	61	213
	4	3	2	2	2	1	0	6	4	2
	0	2	0	7	0	1	0	1	0	2
	0	0	0	0	0	0	0	0	0	0
RP11-1136G11.8	0	0	4	1	0	0	2	2	2	3
RP11-603J24.14	5	1	2	4	1	2	1	1	6	2
	0	0	0	1	0	0	0	0	0	2
	63	40	120	90	48	93	76	258	183	164
RP4-601P9.2	0	0	1	0	1	1	7	0	1	1
C1GALT1P1	16	4	21	2	0	3	4	11	4	9
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	2	2	0	1
RP11-1049A21.2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-116N8.4	4	3	1	0	0	0	2	0	1	0
RP11-845M18.6	16	29	24	11	15	8	98	11	41	0
RP11-845M18.7	4	2	4	1	3	0	5	0	0	1
RP11-596D21.1	10	2	5	5	1	9	7	9	72	13
RP1-97G4.1	0	0	0	5	0	0	0	0	0	0
	0	0	0	2	0	0	0	1	0	0
	7	19	3	47	56	1	40	17	12	13
RP11-290L1.2	0	0	0	0	0	0	0	0	0	0
NOVA1-AS1	1	0	2	0	0	0	1	27	0	16
	0	0	0	0	1	1	2	0	0	9
RP11-626P14.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	2	1	0	2	0	0	0
	0	0	0	1	0	0	1	0	0	0
	0	0	0	0	0	0	1	1	0	0
RP11-547C5.1	0	0	0	0	0	4	0	2	0	0
HNRNPA3P10	5	0	3	100	0	11	4	13	10	27
	0	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	3	0	0	0
	0	0	0	0	0	0	0	0	0	0
CASC18	11	0	2	8	46	25	28	8	8	3
	0	0	0	0	0	0	0	0	0	0
RP11-587P21.3	0	0	0	0	0	0	0	0	0	4
	0	0	1	2	1	12	2	6	8	4
	0	0	0	0	0	0	0	0	0	0
CTD-2591A6.2	0	0	0	25	0	0	9	5	47	4
	0	1	0	0	0	0	0	0	0	0
	0	0	1	11	0	0	0	0	1	1
	3	1	0	0	1	0	0	4	0	1
RP11-256L6.3	0	1	0	0	1	0	0	1	0	1
RP11-90C1.1	0	1	0	0	0	0	0	0	0	1
	2	1	0	0	1	1	0	2	0	0
RP11-497G19.1	343	0	0	2	0	0	3	0	0	31
	3	0	0	9	1	5	0	10	2	4
	0	0	0	4	0	1	1	3	0	1
	3	1	2	1	1	1	0	1	0	5
RP11-114F10.2	0	1	0	1	5	1	1	2	0	0
	8	0	0	0	0	0	0	0	0	5
RP11-587P21.2	0	0	0	15	0	0	1	2	5	182
RP1-78O14.1	73	11	0	12	52	64	65	7	5	6
	5	0	7	1	0	3	6	8	34	23
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-454K7.1	3	1	1	2	0	1	2	2	7	1
	0	0	0	0	0	0	0	0	0	0
RP11-269C4.2	0	0	0	0	2	0	0	0	0	0
	0	1	0	16	2	0	7	8	2	16
RP1-90J4.1	0	3	45	1	2	6	5	2	8	13
	0	9	6	68	15	13	4	24	10	11
RP11-461F16.3	0	0	0	0	0	2	1	3	0	2
	0	0	0	0	0	0	0	0	0	0
RP11-386G11.5	21	4	270	44	12	16	23	16	75	267
	0	0	0	0	0	0	0	0	0	0
RP11-482D24.3	2	4	0	5	3	0	0	3	3	6
	0	0	0	0	0	0	0	0	0	0
	2	0	2	12	8	2	2	5	5	2
CUX1	3000	7737	6139	8253	7000	4534	6072	5621	9969	42763
RP11-493L12.5	9	8	11	8	9	6	5	4	1	8
RP11-493L12.3	0	0	3	6	6	31	0	20	0	2
	0	0	0	0	1	2	3	6	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
LHX5-AS1	0	0	0	2	0	0	0	0	1	0
RP11-248E9.6	0	0	0	0	0	0	0	0	0	0
	7	2	5	12	1	3	15	22	9	16
	1	0	0	1	0	0	0	1	0	0
	0	0	0	0	0	1	1	3	0	1
	0	0	0	0	0	0	0	0	0	0
TEN1	4	9	14	20	3	2	2	8	6	20
P2RX5-TAX1BP3	11	21	32	77	26	19	40	33	51	34
	8	1	0	1	9	0	21	23	1	6
RP11-620J15.1	9	0	8	3	0	3	17	15	3	12
	5	20	19	14	0	4	2	12	17	17
RP1-228P16.5	1	0	0	0	0	0	1	0	0	0
NOP56P3	0	7	6	149	2	7	6	4	4	59
	3	0	0	1	1	0	3	3	1	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	2	1	0	0	0	0	0	1
RP11-133N21.10	14	0	5	2	0	2	5	3	15	14
OLA1P3	0	0	0	3	0	0	3	0	0	1
	0	0	0	7	0	0	0	0	0	4
	0	0	0	0	0	0	0	0	0	0
	0	0	1	1	0	0	0	0	0	0
RP11-314P15.2	0	0	0	0	1	0	0	6	0	0
LINC00935	0	0	1	4	0	0	0	0	0	0
RP1-288H2.2	0	0	0	0	0	0	1	0	1	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-632B21.1	0	0	0	0	0	0	0	3	2	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-61E11.2	1	2	2	7	2	2	6	0	9	3
RP11-756H6.1	2	0	2	2	0	1	2	0	2	5
RP11-350G24.1	0	0	0	0	0	0	0	0	0	0
RP11-210M15.1	3	0	1	0	1	0	0	1	0	2
HMGA1P3	11	0	1	92	5	8	9	9	6	19
	3	0	0	1	0	2	2	0	0	1
RPL3P13	1	0	3	2	0	4	0	0	0	0
HIGD1AP1	0	0	1	75	0	5	1	2	0	1
RP11-386G11.10	4	3	5	8	12	12	4	9	14	22
	0	0	0	0	0	11	37	9	7	17
	0	0	0	1	0	1	0	1	0	3
	1	1	1	0	0	1	4	1	0	1
	0	0	0	0	0	0	0	82	0	0
	1	0	0	0	0	0	0	0	0	1
RP11-148E17.1	0	0	0	1	0	0	1	0	0	1
	1	1	0	31	1	1	0	0	1	1
RP11-493P1.2	6	5	5	3	0	4	6	1	2	4
RP11-74K11.2	0	1	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
CTD-2384A14.1	0	0	0	3	0	0	1	0	0	0
	0	0	0	0	0	1	0	0	0	1
RP11-530C5.2	1	2	0	0	0	1	3	2	0	0
	14	11	8	6	0	5	7	11	18	4
RP11-530C5.1	11	6	9	22	38	31	14	48	8	23
RP11-698F20.3	0	1	0	0	0	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	0
AC025263.3	0	0	0	0	0	0	0	0	0	0
CTD-2021H9.3	12	1	0	0	1	136	93	79	205	239
RP11-644F5.11	268	281	305	460	301	115	307	521	438	252
BCDIN3D-AS1	32	24	30	76	35	27	72	120	86	67
	0	0	0	0	0	0	0	0	0	0
	0	0	0	3	0	0	0	0	0	0
RP11-781A6.1	0	0	0	17	2	0	0	2	0	0
	0	0	0	0	0	3	0	0	2	0
	0	0	0	0	0	0	0	0	0	0
	20	0	1	1	6	3	8	20	1	7
	0	0	0	0	0	0	0	1	0	202
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
RP11-114H23.1	1	2	54	12	2	2	16	34	1	89
	0	0	0	0	0	0	0	0	0	0
RP11-384J4.2	8	0	0	1	1	22	19	1	0	0
RP11-443B7.3	3	6	2	17	8	1	2	0	0	0
	0	0	0	0	0	1	3	1	2	2
RP11-754N21.1	0	1	0	0	0	1	2	1	0	0
RP11-753H16.5	0	0	0	1	0	6	12	12	1	3
RP11-114H23.2	1	0	19	8	0	0	6	6	0	22
	1	1	0	43	0	3	3	4	0	1
	0	0	0	0	0	0	0	0	0	0
RP4-816N1.7	0	0	8	11	0	2	4	6	1	8
RP11-474P2.2	1	0	1	4	1	5	1	1	0	2
	0	0	0	0	0	0	0	0	0	0
ATXN2-AS	8	13	14	26	3	8	9	9	11	27
RP11-121E16.1	1	1	0	1	20	0	2	1	5	6
RP11-977B10.2	10	9	11	27	25	7	18	13	14	15
MAP1LC3B2	17	47	48	242	96	96	118	121	80	71
	0	0	0	0	0	1	0	1	1	0
RP11-260G13.1	0	0	0	0	0	0	0	0	1	0
	0	0	1	0	0	0	0	0	0	0
	0	0	0	2	0	0	0	1	0	3
	0	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
RP11-89M22.3	1	0	0	0	0	0	0	0	0	0
	1	7	0	11	1	38	47	3	8	5
RP11-1022B3.1	0	0	0	0	0	0	22	0	0	131
	0	0	0	0	0	0	1	0	0	0
RP11-804F13.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	1	0	1	0	0	2	9	2	28	3
RP11-61A14.1	1	0	9	18	5	0	1	5	1	3
	1	0	0	2	0	0	3	7	2	3
	0	0	0	23	0	0	0	0	0	140
	132	0	0	13	0	4	1	0	8	4
RP11-347C12.3	7	0	7	37	8	3	5	0	5	2
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
	2	0	0	0	0	0	0	0	2	1
RP11-70F11.11	0	0	0	1	0	1	1	0	0	0
RP11-864J10.4	9	5	14	22	5	10	42	12	21	39
RP11-753H16.3	0	0	0	1	2	8	3	2	1	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-554L12.1	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
RP11-345J4.3	0	0	0	1	0	0	0	0	1	1
HSPE1P4	1	0	2	18	1	5	1	4	1	4
	0	0	0	0	0	0	0	0	0	3
	0	0	0	1	0	0	0	0	1	5
RP11-315E17.1	0	0	3	0	0	0	0	0	1	0
	0	0	0	0	0	0	0	0	0	0
RP11-588H23.3	14	15	9	1085	17	14	442	73	4	674
LINC00485	5	0	0	0	0	0	0	0	0	13
RP11-263K4.5	0	0	0	3	0	0	1	0	0	0
RP11-511B23.3	2	0	0	0	2	1	1	0	0	0
RP11-1105G2.4	1	0	0	2	2	1	0	1	0	4
	0	0	0	0	0	0	0	0	0	0
RP11-412H8.2	0	3	14	6	36	2	2	0	0	2
RP11-394J1.2	0	3	6	13	2	0	1	2	2	3
	0	0	0	0	0	0	0	0	0	0
	0	0	0	9	0	1	0	0	1	0
RP11-493L12.4	8	2	4	9	6	10	4	6	0	11
	0	0	0	0	1	0	1	0	1	6
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	8
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
CTD-2213F21.4	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	69	135	193	134	68	228	168	151	314	326
	0	0	0	0	0	0	0	0	0	0
	4	0	0	0	1	3	1	0	1	0
	0	0	0	10	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	1	0	2
	10	14	15	6	3	15	23	27	6	34
	0	0	0	0	0	0	1	0	0	1
RP11-272B17.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	7	1	0
RP11-654D12.2	7	0	0	12	0	1	0	0	2	2
RP11-38F22.1	0	0	0	0	0	0	0	0	1	0
PRSS58	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	1	1	0
CLEC5A	33	182	52	473	775	132	445	219	119	161
	1	2	10	3	1	1	6	7	4	11
RP11-362K2.2	0	1	2	1	6	0	1	2	0	1
RP11-161H23.5	0	0	0	0	0	0	0	0	0	0
	1	1	0	0	0	0	0	0	0	0
	0	2	0	2	0	0	2	2	0	1
RP11-12K6.2	0	0	0	0	0	0	0	1	0	1
	0	0	0	0	0	0	0	0	0	0
RP1-46F2.3	2	1	3	0	0	4	9	210	3	21
	0	0	0	0	0	0	0	0	0	0
RPL10P13	1	3	8	14	3	5	7	13	3	29
	0	0	0	0	3	0	0	0	0	2
RP11-497G19.3	1	0	0	2	6	0	2	1	1	0
	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	0
RP11-219B4.5	0	4	14	5	5	3	2	7	10	10
RP11-977G19.14	1	0	3	1	0	0	0	0	0	5
	1	0	0	1	0	1	2	1	0	0
CTD-2311B13.2	0	0	0	0	0	0	0	0	0	0
RP11-570L15.1	1	0	0	1	0	5	3	6	1	1
	0	0	2	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	1
	0	1	2	0	0	0	9	0	5	1
RP11-887P2.5	0	4	2	8	11	0	3	3	3	1
	0	0	0	0	0	2	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
LINC00592	16	1	1	9	5	20	6	10	42	12
	0	0	0	0	0	0	0	0	0	0
	0	1	1	12	2	1	0	2	1	2
RP11-386G11.3	0	0	0	0	0	0	0	0	0	0
	9	2	3	1	1	7	4	5	2	7
TESC-AS1	0	0	0	0	0	0	1	0	0	1
	0	0	0	0	0	0	0	0	0	0
CHURC1	1777	1511	1321	3775	6216	1589	1087	1053	1481	5304
	0	0	0	0	0	0	0	0	0	1
RP11-536G4.1	0	0	0	1	0	0	1	0	2	2
	0	0	0	4	0	1	0	4	0	0
RP11-658F2.8	676	198	972	205	169	722	504	269	249	943
NUTF2P2	2	0	2	12	0	7	1	0	1	1
RP11-488C13.5	39	33	64	36	53	65	97	113	56	75
RP11-981P6.1	12	23	14	38	11	10	24	32	39	159
	0	0	3	12	0	3	2	2	9	6
	0	0	0	2	0	0	0	1	0	0
RP11-554E23.2	1	0	1	3	5	0	0	1	0	1
RP11-644F5.10	46	26	88	133	77	47	83	87	111	105
RP11-690J15.1	0	0	0	2	0	0	24	1	0	0
	0	0	0	0	0	0	0	0	0	0
CTD-2314B22.1	10	0	0	64	0	0	0	11	1	0
C17orf49	98	42	134	242	149	43	77	74	32	151
	3	0	0	0	0	1	0	0	0	2
RP11-603J24.5	12	1	8	11	5	10	25	16	9	16
	30	0	0	7	0	0	0	0	0	46
RP1-267L14.3	1	0	0	0	0	0	1	0	0	2
	0	0	0	0	0	0	0	0	0	0
RP4-816N1.6	3	3	13	12	8	9	8	7	31	25
	1	0	0	2	7	6	5	0	2	2
RP11-711C17.2	0	0	1	0	0	0	0	0	0	0
RP11-161H23.9	5	0	1	4	12	25	19	41	29	43
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	1	0
RP11-87P13.2	0	1	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0
RP11-536G4.2	0	1	6	68	53	0	0	1	11	1
	9	1	7	11	0	9	7	9	4	14
RP11-603J24.6	3	0	0	0	0	0	2	0	0	1
RP11-148B3.2	0	0	10	2	0	0	3	0	0	1
	0	0	0	0	0	0	1	1	0	0
	17	15	4	30	33	6	19	6	6	19
MIR3180-1	1	1	4	4	0	0	1	1	0	2
	0	1	6	3	0	2	7	2	0	12
	1	2	3	20	1	1	1	0	1	3
	0	0	0	0	0	0	0	0	0	1
PCNPP1	18	23	5	16	4	6	4	8	11	28
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-1105G2.3	15	19	15	10	4	36	31	13	7	49
RTEL1	34	46	78	140	26	62	70	82	43	301
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0
	0	0	0	6	1	1	2	3	3	3
	0	0	0	1	0	0	0	0	0	0
RP4-647C14.2	163	62	55	98	304	12	202	76	212	77
RP11-649E7.5	0	0	0	0	0	0	0	0	0	0
RP11-517O13.1	1	6	4	6	1	1	2	1	2	9
	0	0	0	0	0	0	1	0	0	0
RP11-33N16.2	2	0	1	0	1	1	0	1	3	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
AC068831.6	1	11	15	25	10	12	18	44	17	53
	0	0	0	0	0	0	0	0	0	9
RP11-187E13.2	2	0	4	9	8	0	1	0	0	0
	0	0	0	0	0	0	0	0	0	0
PPT2-EGFL8	45	51	72	249	18	59	73	92	45	164
RP11-1070N10.4	0	0	0	1	0	0	0	0	0	0
	1	0	0	1	0	0	0	0	0	2
	0	0	0	1	0	0	0	0	1	1
	0	0	0	0	0	0	0	0	0	2
	0	0	0	0	0	0	0	0	0	0
MEG8	0	0	26	3	23	0	53	0	3	2
RP11-831F12.2	0	1	4	0	0	0	2	1	0	0
	0	1	1	1	0	0	1	0	0	2
	0	0	0	0	0	0	0	0	0	0
RP11-1029J19.5	1	2	16	1	1	3	4	2	0	2
ZNF578	162	5	4	31	18	6	115	5	4	6
	0	0	0	0	0	1	0	0	0	1
RP11-300J18.2	0	0	0	0	0	0	0	0	0	0
	0	0	3	4	0	0	1	2	0	1
RP11-173D3.1	0	0	0	0	0	0	0	0	0	1
	0	0	0	0	0	0	0	0	0	0
	0	1	0	2	1	0	2	1	0	2
RP11-665C16.6	2	0	0	1	4	1	1	0	0	3
RP11-356O9.1	0	0	7	0	3	1	7	0	0	4
	0	0	0	0	0	0	0	0	0	0
	2	0	0	0	0	0	2	11	2	0
RP11-240B13.2	0	0	0	0	0	0	0	1	0	1
RP11-662J14.1	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RP11-486O13.2	0	0	0	0	0	0	2	10	0	1
	0	0	0	0	0	0	0	0	0	0
RP11-471B22.2	18	12	48	24	11	68	43	46	17	27
CTD-2207P18.1	1	3	4	0	1	4	0	1	0	0
RP11-452D21.1	0	0	0	0	0	0	0	0	0	2
RBM8B	0	7	4	412	3	16	13	30	11	48
RP11-1085N6.2	3	1	3	0	0	0	5	8	4	2
PDF	58	80	235	112	132	67	72	156	148	163
RP11-982M15.2	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	1	0	0	0	0	0
RP11-711D18.2	3	2	3	9	0	3	2	2	2	6
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	1	0
	0	0	0	0	0	0	0	0	0	0
	24	1	1	3	2	4	4	0	5	15
	1	0	0	0	0	1	0	0	0	0
LINC00641	234	109	548	250	111	486	721	497	208	254
	2	0	0	1	3	6	12	3	5	11
	1	0	0	0	0	0	0	0	0	0
	1	3	1	58	2	0	2	1	1	0
	6	1	1	1	4	1	3	3	2	15
	2	1	0	0	1	1	0	2	0	0
RP11-713N11.4	1	3	0	3	0	1	3	6	0	2
	6	19	23	10	1	3	17	5	6	16
RP11-903H12.3	1	0	17	6	3	63	1	0	0	2
	0	0	0	2	0	1	0	0	0	1
	0	0	0	0	0	0	0	0	0	4
	10	1	3	2	0	9	2	47	0	6
RP11-665C16.5	1	0	3	1	0	0	2	1	0	1
	0	0	0	1	0	0	0	0	0	0
RP11-298I3.4	224	14	22	18	39	31	42	93	38	73
	7	2	2	9	4	4	11	14	2	7
CTD-2292M16.7	0	1	0	0	1	0	0	0	0	0
RP11-168L7.1	0	0	0	10	1	0	0	0	0	0
	85	112	396	85	14	29	235	101	10	126
	0	0	0	0	0	1	0	1	1	1
	1	0	0	0	0	0	0	0	0	0
	1	0	0	0	0	0	1	0	0	0
RP11-574F21.3	3	7	5	6	2	3	1	13	2	1
RP11-1012A1.4	1	1	2	13	3	1	2	2	2	6
	2	0	1	1	0	0	0	0	0	0
	0	0	1	0	0	0	0	0	0	0
CHMP4BP1	38	70	99	69	60	44	15	32	23	33
RP11-84C10.4	16	5	19	12	1	52	35	37	14	26
RP11-192H23.4	65	24	111	41	8	164	116	194	161	314
RP11-7F17.4	0	1	0	2	0	0	0	0	0	0
RP11-187E13.1	0	0	1	23	3	5	0	0	0	9
RP11-76E17.3	5	0	2	52	6	4	1	9	0	49
	1	2	0	163	2	24	1	11	9	8
RP11-232C2.1	0	0	0	0	0	3	0	0	0	0
LINC00640	3	0	2	6	2	173	21	47	66	8
RP11-662J14.2	0	0	0	0	1	0	0	1	0	1
RP11-472N19.3	0	0	0	0	0	0	0	0	0	1
TRAV15	0	0	0	0	0	0	0	0	0	0
AC144835.1	1	0	0	0	1	10	1	0	0	0
SPESP1	14	10	5	25	105	6	279	8	209	15
	1	1	1	0	0	1	5	8	3	0
	0	0	0	0	0	0	0	1	0	0
RP11-99L13.1	1	0	0	0	0	0	0	0	0	6
	0	0	3	0	0	0	0	0	0	0
RP11-398J10.2	0	0	0	0	3	0	4	1	0	0
RP11-862P13.1	1	0	0	0	0	0	1	1	0	0
	0	0	1	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	1
DIO3OS	7	20	266	63	159	253	107	33	45	21
RP11-862G15.2	0	0	0	0	0	1	0	1	0	2
	1	0	1	34	0	1	1	2	0	3
	0	0	0	47	3	4	1	7	0	4
	1	0	0	0	4	0	0	4	0	0
	0	0	0	0	0	0	0	0	2	0
RP11-638I2.6	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	1	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	1	1	0	1
	1	0	0	0	0	0	0	1	1	2
RP11-61O1.2	0	0	0	1	0	0	1	3	2	23
LINC00239	15	37	60	25	87	9	17	32	11	32
	0	0	0	1	0	1	1	2	0	3
RP11-203M5.7	26	8	43	20	1	15	27	29	8	56
	0	0	0	0	0	0	0	0	0	0
RP6-91H8.1	0	0	0	0	0	2	1	3	0	1
	0	0	0	0	0	0	0	0	0	0
RP11-363J20.2	15	4	4	3	5	8	7	4	4	6
RP11-638I2.9	12	15	4	43	5	9	19	11	1	22
	2	1	4	3	0	4	1	1	0	6
RP11-829H16.3	4	0	2	53	4	2	5	29	31	46
RP11-111A21.1	7	0	1	4	0	6	3	12	2	12
	5	5	20	1	0	1	7	4	4	11
RP11-108O10.8	0	0	0	0	0	0	0	0	0	0
BANF1P1	0	0	0	0	0	0	0	1	3	1
	0	0	0	0	0	0	0	0	0	0
CTD-2134A5.4	79	53	49	47	38	55	118	4	73	41
	3	0	0	11	3	8	4	3	36	2
	0	0	0	0	0	0	0	0	0	33
FRMD6-AS2	0	0	0	2	0	3	0	1	5	0
RP11-753D20.3	0	2	0	3	2	0	1	1	0	0
RP11-12J10.3	21	2	19	35	6	9	23	20	17	14
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
RHOXF1-AS1	35	597	278	42	76	16	193	11	4	57
CENPUP2	0	0	2	1	0	1	12	7	0	0
LINC00645	0	0	0	0	0	12	8	4	11	16
	0	0	0	0	0	0	0	0	0	0
	0	0	0	1	0	0	0	0	0	1
CRAT37	0	9	7	2	7	7	1	4	1	6
	0	0	0	1	0	0	0	0	0	0
RP11-16B13.1	0	0	0	1	1	2	1	1	1	1
RP11-973D8.4	0	0	0	0	0	0	0	0	0	0
SPECC1L-ADORA2A	4	1	0	3	1	3	3	3	5	8
CTD-2568P8.1	0	0	0	1	0	0	1	1	0	1
	0	0	0	0	0	0	0	0	0	0
	5	1	3	3	4	7	4	2	2	4
	55	24	45	17	6	54	111	106	16	65
CTD-2376I20.1	1	0	1	0	1	0	0	0	0	2
RP11-72M17.1	2	8	5	29	13	10	1	7	6	19
	0	0	4	1	0	1	1	1	0	1
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
BLZF2P	0	0	0	0	0	1	1	0	0	1
	0	0	0	1	0	1	2	0	0	2
	0	0	0	0	0	0	0	0	0	0
RHOQP1	20	4	6	40	14	10	17	10	22	26
RP11-99E15.2	2	2	3	3	5	3	8	2	3	10
	0	0	0	0	0	0	0	0	0	1
	1	1	0	0	0	1	8	1	0	5
RP11-1070N10.3	6	5	0	27	7	5	9	8	2	23
	1	0	0	1	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	2	0	0	0	0	0	1	0	1
	1	0	0	0	1	0	0	0	0	1
RP11-320M16.2	1	0	3	0	2	0	3	15	1	0
	3	6	3	37	1	3	11	2	1	8
	0	0	0	1	0	0	0	0	0	0
LINC01500	0	2	0	1	7	2	1	5	2	0
FAM181A-AS1	15	0	0	6	5	1	7	2	0	4
	0	0	0	0	0	0	0	0	0	0
RP5-1021I20.2	1	0	0	3	3	0	1	0	0	1
	0	0	0	1	0	0	0	0	0	0
	0	1	0	1	0	0	0	0	0	0
NBEAP1	449	0	3	0	3	2	84	450	14	372
